32,EXT_RSTB,in,left,1,
33,GND_PAD,pwr,left,1,
,,,,,
ESP-01,U,,,,
Pin,Name,Type,Side,Unit,Style
1,UTXD,out,left,1,
3,CH_PD,in,left,1,
5,RST,in,left,1,
7,VCC,pwr,left,1,
8,URXD,in,right,1,
6,GPIO0,tri,right,1,
4,GPIO2,tri,right,1,
2,GND,pwr,right,1,
,,,,,
ESP-02,U,,,,
Pin,Name,Type,Side,Unit,Style
1,CH_PD,in,left,1,
2,RST,in,left,1,
3,GPIO2,bidir,left,1,
4,GPIO0,bidir,left,1,
5,VCC,pwr,right,1,
6,UTXD,out,right,1,
7,URXD,in,right,1,
8,GND,pwr,right,1,
,,,,,
ESP-03,U,,,,
Pin,Name,Type,Side,Unit,Style
1,VCC,pwr,left,1,
2,GPIO14,bidir,left,1,
3,GPIO12,bidir,left,1,
4,GPIO13,bidir,left,1,
5,GPIO15,bidir,left,1,
6,GPIO2,bidir,left,1,
7,GPIO0,bidir,left,1,
8,GND,pwr,right,1,
9,NC,nc,right,1,
10,UTXD,out,right,1,
11,URXD,in,right,1,
12,GPIO16,bidir,right,1,
13,CH_PD,in,right,1,
14,ANT,analog,right,1,
,,,,,
ESP-04,U,,,,
Pin,Name,Type,Side,Unit,Style
1,VCC,pwr,left,1,
2,GPIO14,bidir,left,1,
3,GPIO12,bidir,left,1,
4,GPIO13,bidir,left,1,
5,GPIO15,bidir,left,1,
6,GPIO2,bidir,left,1,
7,GPIO0,bidir,left,1,
8,GND,pwr,right,1,
9,NC,nc,right,1,
10,UTXD,out,right,1,
11,URXD,in,right,1,
12,GPIO16,bidir,right,1,
13,CH_PD,in,right,1,
14,ANT,analog,right,1,
,,,,,
ESP-05,U,,,,
Pin,Name,Type,Side,Unit,Style
1,RST,in,left,1,
2,GND,pwr,left,1,
3,URXD,in,left,1,
4,UTXD,out,left,1,
5,VCC,pwr,left,1,
,,,,,
ESP-07,U,,,,
Pin,Name,Type,Side,Unit,Style
1,RST,in,left,1,
2,ADC,passive,left,1,
3,EN,in,left,1,
4,GPIO16,bidir,left,1,
5,GPIO14,bidir,left,1,
6,GPIO12,bidir,left,1,
7,GPIO13,bidir,left,1,
8,VCC,pwr,left,1,
9,GND,pwr,right,1,
10,GPIO15,bidir,right,1,
11,GPIO2,bidir,right,1,
12,GPIO0,bidir,right,1,
13,GPIO5,bidir,right,1,
14,GPIO4,bidir,right,1,
15,RXD0,in,right,1,
16,TXD0,out,right,1,
,,,,,
ESP-08,U,,,,
Pin,Name,Type,Side,Unit,Style
1,REST,in,left,1,
2,ADC,passive,left,1,
3,CH_PD,in,left,1,
4,GPIO16,bidir,left,1,
5,GPIO14,bidir,left,1,
6,GPIO12,bidir,left,1,
7,GPIO13,bidir,left,1,
8,VCC,pwr,left,1,
9,GND,pwr,right,1,
10,GPIO15,bidir,right,1,
11,GPIO2,bidir,right,1,
12,GPIO0,bidir,right,1,
13,GPIO5,bidir,right,1,
14,GPIO4,bidir,right,1,
15,RXD,in,right,1,
16,TXD,out,right,1,
,,,,,
ESP-12,U,,,,
Pin,Name,Type,Side,Unit,
1,REST,in,left,1,
2,ADC,passive,left,1,
3,EN,in,left,1,
4,GPIO16,bidir,left,1,
5,GPIO14,bidir,left,1,
6,GPIO12,bidir,left,1,
7,GPIO13,bidir,left,1,
8,VCC,pwr,left,1,
9,GND,pwr,right,1,
10,GPIO15,bidir,right,1,
11,GPIO2,bidir,right,1,
12,GPIO0,bidir,right,1,
13,GPIO4,bidir,right,1,
14,GPIO5,bidir,right,1,
15,RXD,in,right,1,
16,TXD,out,right,1,
,,,,,
ESP-12E,U,,,,
Pin,Name,Type,Side,Unit,Style
1,REST,in,left,1,
2,ADC,passive,left,1,
3,EN,in,left,1,
4,GPIO16,bidir,left,1,
5,GPIO14,bidir,left,1,
6,GPIO12,bidir,left,1,
7,GPIO13,bidir,left,1,
8,VCC,pwr,left,1,
9,CS0,bidir,bottom,1,
10,MISO,bidir,bottom,1,
11,GPIO9,bidir,bottom,1,
12,GPIO10,bidir,bottom,1,
13,MOSI,bidir,bottom,1,
14,SCLK,bidir,bottom,1,
15,GND,pwr,right,1,
16,GPIO15,bidir,right,1,
17,GPIO2,bidir,right,1,
18,GPIO0,bidir,right,1,
19,GPIO4,bidir,right,1,
20,GPIO5,bidir,right,1,
21,RXD,in,right,1,
22,TXD,out,right,1,
,,,,,
ESP-12F,U,,,,
Pin,Name,Type,Side,Unit,Style
1,RST,in,left,1,
2,ADC,passive,left,1,
3,EN,in,left,1,
4,GPIO16,bidir,left,1,
5,GPIO14,bidir,left,1,
6,GPIO12,bidir,left,1,
7,GPIO13,bidir,left,1,
8,VCC,pwr,left,1,
9,CS0,bidir,bottom,1,
10,MISO,bidir,bottom,1,
11,GPIO9,bidir,bottom,1,
12,GPIO10,bidir,bottom,1,
13,MOSI,bidir,bottom,1,
14,SCLK,bidir,bottom,1,
15,GND,pwr,right,1,
16,GPIO15,bidir,right,1,
17,GPIO2,bidir,right,1,
18,GPIO0,bidir,right,1,
19,GPIO4,bidir,right,1,
20,GPIO5,bidir,right,1,
21,RXD,in,right,1,
22,TXD,out,right,1,
,,,,,
ESP-13-WROOM-02,U,,,,
Pin,Name,Type,Side,Unit,Style
1,VCC,in,left,1,
2,EN,passive,left,1,
3,GPIO14,in,left,1,
4,GPIO12,bidir,left,1,
5,GPIO13,bidir,left,1,
6,GPIO15,bidir,left,1,
7,GPIO2,bidir,left,1,
8,GPIO0,bidir,left,1,
9,GND,pwr,left,1,
10,GPIO4,bidir,right,1,
11,RXD,bidir,right,1,
12,TXD,bidir,right,1,
13,GND,pwr,right,1,
14,GPIO5,bidir,right,1,
15,RST,in,right,1,
16,TOUT,out,right,1,
17,GPIO16,bidir,right,1,
18,GND,pwr,right,1,
PAD,GND_PAD,pwr,bottom,1,
,,,,,
ESP-14,U,,,,
Pin,Name,Type,Side,Unit,Style
1,M_PC5,bidir,left,1,
2,M_PC6,bidir,left,1,
3,M_PC7,bidir,left,1,
4,SWIM,bidir,left,1,
5,M_PD3,bidir,left,1,
6,M_PD4,bidir,left,1,
7,M_NRST,in,left,1,
8,GND,pwr,left,1,
9,M_PD2,bidir,bottom,1,
10,M_PD5,bidir,bottom,1,
11,M_PD6,bidir,bottom,1,
12,M_PA1,bidir,bottom,1,
13,M_PA2,bidir,bottom,1,
14,E_GPIO0,bidir,bottom,1,
15,M_VCAP,pwr,right,1,
16,M_VDD,pwr,right,1,
17,E_VDD,pwr,right,1,
18,M_PA3,bidir,right,1,
19,M_PB5,bidir,right,1,
20,M_PB4,bidir,right,1,
21,M_PC3,bidir,right,1,
22,M_PC4,bidir,right,1,
,,,,,
ESP-201,U,,,,
Pin,Name,Type,Side,Unit,Style
1,GPIO0,bidir,left,1,
2,GPIO2,bidir,left,1,
3,D2/GPIO9,out,left,1,
4,CLK/GPIO6,out,left,1,
5,CMD/GPIO11,out,left,1,
6,D0/GPIO7,out,left,1,
7,D1/GPIO8,out,left,1,
8,D3/GPIO10,out,left,1,
9,GPIO4,bidir,left,1,
10,3.3V,pwr,left,1,
11,3.3V,pwr,left,1,
12,GND,pwr,right,1,
13,GND,pwr,right,1,
14,GPIO5,bidir,right,1,
15,T_OUT/ADC,bidir,right,1,
16,RST,in,right,1,
17,CHIP_EN,in,right,1,
18,XPD/GPIO16,bidir,right,1,
19,GPIO14,bidir,right,1,
20,GPIO12,bidir,right,1,
21,GPIO13,bidir,right,1,
22,GPIO15,bidir,right,1,
23,GND,pwr,top,1,
24,TX,out,top,1,
25,RX,in,top,1,
26,3.3V,pwr,top,1,
,,,,,
,,,,,
,,,,,
ESP32,U,,,,
Pin,Name,Type,Side,Unit,Style
1,VDDA,pwr,left,1,
2,LNA_IN,analog,left,1,
3,VDD3P3,pwr,left,1,
4,VDD3P3,pwr,left,1,
5,SENSOR_VP,in,left,1,
6,SENSOR_CAPP,in,left,1,
7,SENSOR_CAPN,in,left,1,
8,SENSOR_VN,in,left,1,
9,CHIP_PU,in,left,1,
10,VDET_1,in,left,1,
11,VDET_2,in,left,1,
12,32K_XP,io,left,1,
13,32K_XN,io,bottom,1,
14,GPIO25,io,bottom,1,
15,GPIO26,io,bottom,1,
16,GPIO27,io,bottom,1,
17,MTMS,io,bottom,1,
18,MTDI,io,bottom,1,
19,VDD3P3_RTC,pwr,bottom,1,
20,MTCK,io,bottom,1,
21,MTDO,io,bottom,1,
22,GPIO2,io,bottom,1,
23,GPIO0,io,bottom,1,
24,GPIO4,io,bottom,1,
25,GPIO16,io,right,1,
26,VDD_SDIO,pwr,right,1,
27,GPIO17,io,right,1,
28,SD_DATA_2,io,right,1,
29,SD_DATA_3,io,right,1,
30,SD_CMD,io,right,1,
31,SD_CLK,io,right,1,
32,SD_DATA_0,io,right,1,
33,SD_DATA_1,io,right,1,
34,GPIO5,io,right,1,
35,GPIO18,io,right,1,
36,GPIO23,io,right,1,
37,VDD3P3_CPU,pwr,top,1,
38,GPIO19,io,top,1,
39,GPIO22,io,top,1,
40,U0RXD,io,top,1,
41,U0TXD,io,top,1,
42,GPIO21,io,top,1,
43,VDDA,pwr,top,1,
44,XTAL_N,passive,top,1,
45,XTAL_P,passive,top,1,
46,VDDA,pwr,top,1,
47,CAP2,passive,top,1,
48,CAP1,passive,top,1,
49,GND_PAD,pwr,top,1,
,,,,,
ESP32_FULL,U,,,,
Pin,Name,Type,Side,Unit,Style
1,VDDA,pwr,left,1,
2,LNA_IN,analog,left,1,
3,VDD3P3,pwr,left,1,
4,VDD3P3,pwr,left,1,
5,SENSOR_VP/ADC_H/ADC1_CH0/RTC_GPIO0/GPIO36,in,left,1,
6,SENSOR_CAPP/ADC_H/ADC1_CH1/RTC_GPIO1/GPIO37,in,left,1,
7,SENSOR_CAPN/ADC_H/ADC1_CH2/RTC_GPIO2/GPIO38,in,left,1,
8,SENSOR_VN/ADC_H/ADC1_CH3/RTC_GPIO3/GPIO39,in,left,1,
9,CHIP_PU,in,left,1,
10,VDET_1/ADC1_CH6/RTC_GPIO4/GPIO34,in,left,1,
11,VDET_2/ADC1_CH7/RTC_GPIO5/GPIO35,in,left,1,
12,32K_XP/XTAL_32K_P/ADC1_CH4/TOUCH9/RTC_GPIO9//GPIO32,io,left,1,
13,32K_XN/XTAL_32K_N/ADC1_CH5/TOUCH8/RTC_GPIO8/GPIO33,io,left,1,
14,GPIO25/DAC_1/ADC2_CH8/RTC_GPIO6/EMAC_RXD0,io,left,1,
15,GPIO26/DAC_2/ADC2_CH9/RTC_GPIO7/EMAC_RXD1,io,left,1,
16,GPIO27/ADC2_CH7/TOUCH7/RTC_GPIO17/EMAC_RX_DV,io,left,1,
17,MTMS/ADC2_CH6/TOUCH6/RTC_GPIO16/HSPICLK/GPIO14/HS2_CLK/SD_CLK/EMAC_TXD2,io,left,1,
18,MTDI/ADC2_CH5/TOUCH5/RTC_GPIO15/HSPIQ/GPIO12/HS2_DATA2/SD_DATA2/EMAC_TXD3,io,left,1,
19,VDD3P3_RTC,pwr,left,1,
20,MTCK/ADC2_CH4/TOUCH4/RTC_GPIO14/HSPID/GPIO13/HS2_DATA3/SD_DATA3/EMAC_RX_ER,io,left,1,
21,MTDO/ADC2_CH3/TOUCH3/RTC_GPIO13/HSPICS0/GPIO15/HS2_CMD/SD_CMD/EMAC_RXD3,io,left,1,
22,GPIO2/ADC2_CH2/TOUCH2/RTC_GPIO12/HSPIWP/HS2_DATA0/SD_DATA0,io,left,1,
23,GPIO0/ADC2_CH1/TOUCH1/RTC_GPIO11/CLK_OUT1/EMAC_TX_CLK,io,left,1,
24,GPIO4/ADC2_CH0/TOUCH0/RTC_GPIO10/HSPIHD/HS2_DATA1/SD_DATA1/EMAC_TX_ER,io,left,1,
25,GPIO16/HS1_DATA4/U2RXD/EMAC_CLK_OUT,io,left,1,
26,VDD_SDIO,pwr,left,1,
27,GPIO17/HS1_DATA5/U2TXD/EMAC_CLK_OUT_180,io,left,1,
28,SD_DATA_2/SPIHD/GPIO9/HS1_DATA2/U1RXD,io,left,1,
29,SD_DATA_3/SPIWP/GPIO10/HS1_DATA3/U1TXD,io,left,1,
30,SD_CMD/SPICS0/GPIO11/HS1_CMD/U1RTS,io,left,1,
31,SD_CLK/SPICLK/GPIO6/HS1_CLK/U1CTS,io,left,1,
32,SD_DATA_0/SPIQ/GPIO7/HS1_DATA0/U2RTS,io,left,1,
33,SD_DATA_1/SPID/GPIO8/HS1_DATA1/U2CTS,io,left,1,
34,GPIO5/VSPICS0/HS1_DATA6/EMAC_RX_CLK,io,left,1,
35,GPIO18/VSPICLK/GPIO18/HS1_DATA7,io,left,1,
36,GPIO23/VSPID/HS1_STROBE,io,left,1,
37,VDD3P3_CPU,pwr,left,1,
38,GPIO19/VSPIQ/GPIO19/U0CTS/EMAC_TXD0,io,left,1,
39,GPIO22/VSPIWP/U0RTS/EMAC_TXD1,io,left,1,
40,U0RXD/CLK_OUT2/GPIO3/,io,left,1,
41,U0TXD/CLK_OUT3/GPIO1/EMAC_RXD2,io,left,1,
42,GPIO21/VSPIHD/EMAC_TX_EN,io,left,1,
43,VDDA,pwr,left,1,
44,XTAL_N,passive,left,1,
45,XTAL_P,passive,left,1,
46,VDDA,pwr,left,1,
47,CAP2,passive,left,1,
48,CAP1,passive,left,1,
49,GND_PAD,pwr,left,1,
,,,,,
ESP32-WROOM,U,,,,
Pin,Name,Type,Side,Unit,Style
1,GND,pwr,left,1,
2,VCC,pwr,left,1,
3,EN,in,left,1,
4,SENSOR_VP,in,left,1,
5,SENSOR_VN,in,left,1,
6,IO34,io,left,1,
7,IO35,io,left,1,
8,IO32,io,left,1,
9,IO33,io,left,1,
10,IO25,io,left,1,
11,IO26,in,left,1,
12,IO27,io,left,1,
13,IO14,io,left,1,
14,IO12,io,left,1,
15,GND,pwr,bottom,1,
16,IO13,io,bottom,1,
17,SD2/IO9,io,bottom,1,
18,SD3/IO10,io,bottom,1,
19,CMD/IO11,io,bottom,1,
20,CLK/IO6,io,bottom,1,
21,SD0/IO7,io,bottom,1,
22,SD1/IO8,io,bottom,1,
23,IO15,io,bottom,1,
24,IO2,io,bottom,1,
25,IO0,io,right,1,
26,IO4,io,right,1,
27,IO16,io,right,1,
28,IO17,io,right,1,
29,IO5,io,right,1,
30,IO18,io,right,1,
31,IO19,io,right,1,
32,NC,nc,right,1,
33,IO21,io,right,1,
34,RXD0,io,right,1,
35,TXD0,io,right,1,
36,IO22,io,right,1,
37,IO23,io,right,1,
38,GND,pwr,right,1,
39,GND_PAD,pwr,top,1,
,,,,,
ESP32S,U,,,,
Pin,Name,Type,Side,Unit,Style
1,GND,pwr,left,1,
2,VCC,pwr,left,1,
3,EN,in,left,1,
4,SENSOR_VP,in,left,1,
5,SENSOR_VN,in,left,1,
6,IO34,io,left,1,
7,IO35,io,left,1,
8,IO32,io,left,1,
9,IO33,io,left,1,
10,IO25,io,left,1,
11,IO26,in,left,1,
12,IO27,io,left,1,
13,IO14,io,left,1,
14,IO12,io,left,1,
15,GND,pwr,bottom,1,
16,IO13,io,bottom,1,
17,SD2/IO9,io,bottom,1,
18,SD3/IO10,io,bottom,1,
19,CMD/IO11,io,bottom,1,
20,CLK/IO6,io,bottom,1,
21,SD0/IO7,io,bottom,1,
22,SD1/IO8,io,bottom,1,
23,IO15,io,bottom,1,
24,IO2,io,bottom,1,
25,IO0,io,right,1,
26,IO4,io,right,1,
27,IO16,io,right,1,
28,IO17,io,right,1,
29,IO5,io,right,1,
30,IO18,io,right,1,
31,IO19,io,right,1,
32,NC,nc,right,1,
33,IO21,io,right,1,
34,RXD0,io,right,1,
35,TXD0,io,right,1,
36,IO22,io,right,1,
37,IO23,io,right,1,
38,GND,pwr,right,1,
39,GND_PAD,pwr,top,1,
